5000 1.0 0.0 1.0 
5001 2.0 0.0 1.0 
5002 3.0 0.0 1.0 
5003 4.0 0.0 1.0 
5004 5.0 0.0 1.0 
5005 6.0 0.0 1.0 
5006 7.0 0.0 1.0 
5007 8.0 0.0 1.0 
5008 9.0 0.0 1.0 
5009 10.0 0.0 1.0 
5010 11.0 0.0 1.0 
5011 12.0 0.0 1.0 
5012 13.0 0.0 1.0 
5013 14.0 0.0 1.0 
5014 15.0 0.0 1.0 
5015 16.0 0.0 1.0 
5016 17.0 0.0 1.0 
5017 18.0 0.0 1.0 
5018 19.0 0.0 1.0 
5019 20.0 0.0 1.0 
5020 21.0 0.0 1.0 
5021 22.0 0.0 1.0 
5022 23.0 0.0 1.0 
5023 24.0 0.0 1.0 
5024 25.0 0.0 1.0 
5025 26.0 0.0 1.0 
5026 27.0 0.0 1.0 
5027 28.0 0.0 1.0 
5028 29.0 0.0 1.0 
5029 30.0 0.0 1.0 
5030 31.0 0.0 1.0 
5031 32.0 0.0 1.0 
5032 33.0 0.0 1.0 
5033 34.0 0.0 1.0 
5034 35.0 0.0 1.0 
5035 36.0 0.0 1.0 
5036 37.0 0.0 1.0 
5037 38.0 0.0 1.0 
5038 39.0 0.0 1.0 
5039 40.0 0.0 1.0 
5040 41.0 0.0 1.0 
5041 42.0 0.0 1.0 
5042 43.0 0.0 1.0 
5043 44.0 0.0 1.0 
5044 45.0 0.0 1.0 
5045 46.0 0.0 1.0 
5046 47.0 0.0 1.0 
5047 48.0 0.0 1.0 
5048 49.0 0.0 1.0 
5049 50.0 0.0 1.0 
5050 51.0 0.0 1.0 
5051 52.0 0.0 1.0 
5052 53.0 0.0 1.0 
5053 54.0 0.0 1.0 
5054 55.0 0.0 1.0 
5055 56.0 0.0 1.0 
5056 57.0 0.0 1.0 
5057 58.0 0.0 1.0 
5058 59.0 0.0 1.0 
5059 60.0 0.0 1.0 
5060 61.0 0.0 1.0 
5061 62.0 0.0 1.0 
5062 63.0 0.0 1.0 
5063 64.0 0.0 1.0 
5064 65.0 0.0 1.0 
5065 66.0 0.0 1.0 
5066 67.0 0.0 1.0 
5067 68.0 0.0 1.0 
5068 69.0 0.0 1.0 
5069 70.0 0.0 1.0 
5070 71.0 0.0 1.0 
5071 72.0 0.0 1.0 
5072 73.0 0.0 1.0 
5073 74.0 0.0 1.0 
5074 75.0 0.0 1.0 
5075 76.0 0.0 1.0 
5076 77.0 0.0 1.0 
5077 78.0 0.0 1.0 
5078 79.0 0.0 1.0 
